Close_CW8.PA,High_CW8.PA,Low_CW8.PA,Open_CW8.PA,Volume_CW8.PA,dat
317.8067017,322.2278137,314.0098877,322.2278137,10049,2/24/2020
312.4585876,319.9425049,311.170105,319.6795044,4878,2/25/2020
311.2724915,312.7207031,303.558197,309.2764893,7585,2/26/2020
297.123291,304.7349854,293.8999939,304.3099976,10221,2/27/2020
285.8529968,288.8985901,281.5,287.4786987,15652,2/28/2020
288.7478027,293.1546936,281.4913025,291.0154114,10559,3/2/2020
292.4200134,298.469696,291.2394104,294.6843872,16498,3/3/2020
294.6500854,296.5700989,290.8911133,291.6000061,22288,3/4/2020
292.8699951,297.2409058,289.7120972,296.6799927,5531,3/5/2020
280.5513916,286.6896973,276.4100952,285.7900085,39630,3/6/2020
263.0103149,267.7980042,256,263.1799927,15872,3/9/2020
260.316803,271.9999084,257.7402039,264.9500122,10763,3/10/2020
260.1300049,267.1364136,260.0007019,264.0609131,23389,3/11/2020
238.6300049,250.5,235.5,248.9998016,27730,3/12/2020
240.6813049,252.2799988,236.1000977,245.7225037,9677,3/13/2020
231.9700012,238.9998932,222,236,11240,3/16/2020
237.691803,242.469101,225.6009979,238.0218048,8701,3/17/2020
229.1065063,234.4698944,224.5482025,228.8988037,6441,3/18/2020
235.0090027,238.4295959,225.5099945,230.1567993,3430,3/19/2020
235.2498932,246.3022003,232.8500977,241.4100952,43228,3/20/2020
222.020401,233.4680939,218.0715027,221.6499939,15473,3/23/2020
240.2743988,240.7100067,227.7899933,231.1042023,21954,3/24/2020
247.2955017,248.3000031,237.5682068,244.4978943,19309,3/25/2020
251.7709045,251.9288025,238,240.5299072,16560,3/26/2020
246.5,250.5,244.3182983,250.105896,17770,3/27/2020
250.4797974,250.6394043,241.0001068,246.1298981,79158,3/30/2020
254.9799957,255,249.8141022,253.4600067,26247,3/31/2020
244.3157959,245.966507,242.3699951,244.1499939,18062,4/1/2020
246.033493,247.4098969,239.5671997,244.5399933,23203,4/2/2020
245.4712982,248.8679047,244.6300049,246.0410004,22790,4/3/2020
255.4900055,256.2905884,252.2129974,254.0099945,15751,4/6/2020
263.3432007,266.5758057,260.7934875,263.2276917,33056,4/7/2020
263.5609131,263.5609131,257.175415,259.2499084,9523,4/8/2020
268.5215149,270.3776855,262.9100037,267.5965881,38835,4/9/2020
270.2999878,274.7390137,268.6500854,270.8916016,17281,4/14/2020
266.2799072,272,265.3096924,271.6509094,12716,4/15/2020
268.7330933,269.9890137,265.7999878,269.8609009,5985,4/16/2020
272.8691101,277.719696,272.4921875,276.1799927,9449,4/17/2020
275,275.5999146,271,275.2467041,11474,4/20/2020
264.3587952,272.155304,264,271.9490051,11281,4/21/2020
270.3078918,270.3078918,266.585907,267.0036926,14390,4/22/2020
273.6785889,274.8114014,270.5,271.960907,9556,4/23/2020
271.148407,273.0559998,270.7168884,271.1011963,5110,4/24/2020
277.425293,277.425293,275.1885986,275.7200012,13980,4/27/2020
279.5198975,282.0846863,277.9093018,278.1481934,13221,4/28/2020
284.389801,284.72229,280.1000061,280.6217041,10512,4/29/2020
279.2457886,285.8900146,279.2457886,285.4700012,15182,4/30/2020
270.5983887,271.8179932,268.1000977,270.1700134,12789,5/4/2020
279.0046997,279.0611877,274.5010986,275.1400146,31796,5/5/2020
277.6722107,280.6466064,276.5950012,279.1617126,10413,5/6/2020
280.7005005,281,278.4700012,278.4700012,3813,5/7/2020
282.3268127,282.8862,281.1469116,282.7000122,19340,5/8/2020
283.3941956,285.6034851,281,284.8895874,4897,5/11/2020
283,284.487915,281.7600098,282.3503113,4329,5/12/2020
276.1644897,279.3147888,275.985199,278.2413025,8002,5/13/2020
272.8063965,274.6000061,269.2099915,273.9400024,5749,5/14/2020
274.6285095,277.9153137,272.6199951,277.9078064,4465,5/15/2020
284.5255127,284.9999084,279.75,280.0899963,4381,5/18/2020
283.5953979,284.7399902,280.8183899,284.5841064,4743,5/19/2020
284.5768127,284.7251892,281.1802979,281.7998047,1732,5/20/2020
281.8519897,284.2276001,281.8519897,281.9075012,39494,5/21/2020
282.7095947,283.5910034,279.1821899,279.9338074,2868,5/22/2020
288.0134888,288.0469971,285.2999878,285.7094116,5142,5/25/2020
288.1705933,290,287.8829956,289.9899902,5471,5/26/2020
287.5,291.6755981,285.3026123,289.6557007,5720,5/27/2020
291.3352051,292.2885132,290.5986023,291.269989,37378,5/28/2020
285.8371887,288.274292,285.6000061,287.8536987,21216,5/29/2020
290.0057983,291,287.7145081,290.1618958,21856,6/1/2020
290.627594,292.4999084,289.9899902,290.8853149,3118,6/2/2020
295.3747864,295.5198059,292.5203857,292.5975037,6884,6/3/2020
292.2999878,295.1789856,291.6300049,294.7799988,6726,6/4/2020
300.4450073,300.4450073,293.3680115,293.3680115,11803,6/5/2020
300.774292,301.4986877,298.3338928,298.4880981,6018,6/8/2020
298.7654114,302.9367065,297.7437134,302.5718079,5787,6/9/2020
298,301,296.7337952,300.5505066,2009,6/10/2020
286.7058105,292.520813,286.7058105,291.9299927,6557,6/11/2020
285.5002136,289.8586121,284.3976135,284.5866089,8419,6/12/2020
283.9899902,284.9201965,278.0024109,279.6400146,9437,6/15/2020
293.8789063,296.800415,290,290.4122925,7813,6/16/2020
295.5888977,297.0411987,294.0946045,294.5205078,44509,6/17/2020
294.3194885,295.4784851,292.2365112,293.7022095,2281,6/18/2020
296.7998962,297.623291,295.5343018,295.9981079,3363,6/19/2020
293.1224976,294.6968994,292,293,1429,6/22/2020
295.8270874,296.776886,294.4100037,294.6846008,1105,6/23/2020
288.3055115,294.6567993,288.3055115,293.917511,3763,6/24/2020
288.5,289.9129028,285.7000122,287.4566956,2567,6/25/2020
288.1622009,293,287.6000061,292.5556946,3082,6/26/2020
288.5621033,289,284.9200134,286.3989868,21338,6/29/2020
290.7499084,291.25,288.7235107,290.2452087,1918,6/30/2020
292.4259033,294.1984863,290.7619934,292.3328857,1401,7/1/2020
297.127594,298.2326965,294.115509,294.177002,9243,7/2/2020
295.0502014,297.7582092,294.4856873,297.4078064,1431,7/3/2020
299.0215149,299.1925049,297.3301086,298.1957092,2316,7/6/2020
298.7338867,299.1932983,296.6411133,297.7007141,2640,7/7/2020
294.6789856,297.3499146,294.6789856,296.6698914,6101,7/8/2020
293.8413086,297.7182922,293.3599854,296.4780884,793,7/9/2020
296.678894,297.0487061,294.519989,294.7296143,4070,7/10/2020
301.4049072,301.4255066,299.4101868,300.0499878,4060,7/13/2020
295.7430115,296.9999084,292.7580872,296.6315002,2274,7/14/2020
300.244812,301.6512146,298.5054016,299.6962891,1669,7/15/2020
298.7070923,299.7189026,297.7000122,299.0627136,7940,7/16/2020
299.2827148,300.1698914,298.4793091,299.9312134,2156,7/17/2020
301,301.1767883,297.3557129,297.6141052,2834,7/20/2020
302.8811951,305.0979919,302.1199951,302.1199951,2512,7/21/2020
299.5686035,301.124115,298.25,300.3642883,2932,7/22/2020
299.6495972,301.9833984,299.5,301.2900085,2218,7/23/2020
294.4117126,296.297699,293.6000061,294.6300049,4144,7/24/2020
292.2301025,294.1499939,292.0000916,293.5697937,17756,7/27/2020
294.3096008,294.9399109,292.5,294.0625,1922,7/28/2020
293.6577148,294.0281982,292.5,292.9852905,41256,7/29/2020
290.8815002,293.7000122,288.4830933,293.5596924,26687,7/30/2020
290,292.2858887,288.5900879,290.2724915,19430,7/31/2020
296.1398926,296.6694031,291.808197,293.0889893,3852,8/3/2020
296.2096863,297.1091919,294.4913025,296.808197,2241,8/4/2020
296.0950928,297.7697144,295.6254883,297.0776062,17709,8/5/2020
296.0859985,297.4472961,294.7792053,295.8110046,1390,8/6/2020
298.7065125,299.1853943,296.6431885,297.3237915,1229,8/7/2020
299.4501953,300.4898987,298.5,299.6358948,2216,8/10/2020
301.8345032,303.3788147,301.4710999,302.0754089,1480,8/11/2020
303.4187012,303.6000061,301.8999939,302.1097107,3033,8/12/2020
302.6816101,303,301.5201111,302.2575073,1254,8/13/2020
301.4793091,302.5202942,299.7016907,302.5202942,1998,8/14/2020
301.8348999,302,300.4737854,301.2294006,890,8/17/2020
300.8251038,302.4238892,299.5,300.9428101,780,8/18/2020
302.5423889,302.5423889,300.8031006,300.8269958,1924,8/19/2020
301.2066956,301.2896118,299.8796997,299.9899902,1402,8/20/2020
303.0802917,303.6163025,301.3623047,301.6000977,1324,8/21/2020
305.9103088,306,305,305.4046936,1659,8/24/2020
306.0795898,308.4898987,305.6477966,307.8399963,19480,8/25/2020
308.4075928,308.4075928,306.6924133,306.6924133,2366,8/26/2020
310.4241943,311.4128113,308.3476868,309.0845947,17734,8/27/2020
307.9173889,309.8666077,307.4555054,309.4028931,1660,8/28/2020
306.8146057,310.6787109,306.7123108,310.2341919,1949,8/31/2020
307.8164978,308.8475037,305.7600098,307.8666077,1551,9/1/2020
313.2817993,314.2796021,311.5775146,311.5775146,1495,9/2/2020
307.5466919,317.4110107,305.5750122,316.6531982,2702,9/3/2020
301.0957031,308.7290955,298.7000122,304.4259033,4450,9/4/2020
305.3857117,305.6607056,302.1260071,302.678894,1842,9/7/2020
300.0090942,306.4778137,298.8858032,306.1018982,2113,9/8/2020
303.2987976,303.8999939,299.4754944,299.5636902,1689,9/9/2020
302.1025085,304,301,303.9999084,78693,9/10/2020
300.1401978,302.2257996,298.9500122,301.0375061,7775,9/11/2020
302.6199951,302.7674866,300.6499939,302.5570068,20352,9/14/2020
305.1384888,305.5,302.1600037,302.5299988,4463,9/15/2020
306.1430969,306.1430969,304.7900085,305.1239929,17626,9/16/2020
302.3082886,303.2088013,299.9989929,300.9255981,1682,9/17/2020
299.3187866,302.6379089,299.3187866,301.4519043,2122,9/18/2020
293.1958008,298.131012,292.6000061,297.5252991,6013,9/21/2020
296.7536926,298.4699097,295.6639099,296.0599976,1635,9/22/2020
299.322998,301.8490906,299.322998,300.2999878,1249,9/23/2020
295.7518005,296.4198914,293.4892883,295.5599976,2794,9/24/2020
297.8476868,297.9100037,293.5,296.0820923,2259,9/25/2020
304.0474854,304.239502,300.4858093,302.0700073,3359,9/28/2020
301.5205078,303.9476013,301.3490906,303.9476013,1126,9/29/2020
303.3291016,304.2341919,299.2999878,299.7493896,1307,9/30/2020
304.0939026,305,302.931488,304.7688904,3334,10/1/2020
302.8833008,303.6166992,299.7499084,300.3359985,4585,10/2/2020
304.7113037,305.2250977,303.3735962,304.7727966,2063,10/5/2020
305.6704102,306.4143066,304.7000122,305.5635986,1307,10/6/2020
306.3407898,306.3999023,304.3999939,304.9034119,1822,10/7/2020
308.4100037,309.9500122,307.8872986,308.7410889,3400,10/8/2020
310.0266113,310.3583984,309.2282104,310.0215149,4222,10/9/2020
314.3121948,314.3121948,311,311.1512146,2730,10/12/2020
315.3999939,315.3999939,313.9425964,314.5739136,4658,10/13/2020
313.9299927,316.1698914,313.6611938,314.9267883,1802,10/14/2020
310.5047913,311.0299988,308.9200134,310.7421875,79390,10/15/2020
313.3615112,314.3916016,311.6664124,312.2941895,1017,10/16/2020
310.2349854,314.6460876,308.7390137,314.27771,741,10/19/2020
307.0989075,309.6900024,306.7413025,309.6900024,2523,10/20/2020
305.4885864,308.0492859,304.8729858,307.6014099,1426,10/21/2020
305.5209045,306.5,303.5,304.1600037,1687,10/22/2020
306.8934021,308.4697876,306,306,3349,10/23/2020
302.0516052,305.8753052,302.0516052,304.6499939,5855,10/26/2020
301.8812866,304.0700073,301.786499,303.2962036,19410,10/27/2020
295.5263977,300.5325012,294.5267029,300.4367981,24085,10/28/2020
297.4112854,298.1910095,293.7992859,296.9302979,6263,10/29/2020
295.3533936,297.1455078,292.2399902,293.75,7285,10/30/2020
299.3908997,300.5,295.9054871,296.4067078,7223,11/2/2020
304.4100037,304.4478149,300.2102051,300.6615906,4438,11/3/2020
311.0394897,311.0628052,301.7680054,302.5477905,7201,11/4/2020
313.5828857,314.0799866,311.1607056,312.1434937,5330,11/5/2020
311.7226868,312.8331909,308.9132996,312.2514038,8931,11/6/2020
322.6893005,325.9500122,315.3699036,315.3699036,14548,11/9/2020
318.3608093,320.0499878,316.5198059,318.8499146,5834,11/10/2020
322.7486877,323,319.7998962,319.7998962,6308,11/11/2020
319.8999939,321.3687134,319.8652039,320.4621887,8780,11/12/2020
319.6199951,320.7677917,319,319.7177124,4283,11/13/2020
324.7521973,325.6698914,322.4746094,323.0145874,5261,11/16/2020
323.6799927,324.5213013,321.6499939,324.5213013,20326,11/17/2020
324.3699951,324.8800049,322.1011047,322.3645935,26278,11/18/2020
321.3977966,322,320.2099915,321.5014954,5887,11/19/2020
321.5,323.2098999,321.1742859,321.4595032,2174,11/20/2020
322.1997986,324.0690002,321.8198853,322.8532104,3311,11/23/2020
326.9017944,326.9017944,324.8063965,325.4336853,5412,11/24/2020
326.1413879,327.4267883,325.2651062,327.3389893,18943,11/25/2020
326.5263062,327.3421021,326.1499939,326.6130066,1917,11/26/2020
326.6534119,327.2922974,326.1000061,326.1283875,2799,11/27/2020
322.9547119,325.6098022,322.3234863,324.269989,11061,11/30/2020
326.1506042,327.9999084,325.7160034,326.5589905,4279,12/1/2020
324.5245972,325,323.2127991,324.1069031,2721,12/2/2020
324.5763855,324.6944885,323.480011,324.0071106,19702,12/3/2020
326.4112854,326.4112854,324.1000061,324.6051941,49365,12/4/2020
326.401001,326.5751953,324.9702148,326.4789124,3572,12/7/2020
327.5273132,327.5273132,324.6459045,326.269989,5949,12/8/2020
328.1419983,329,328,328.0874023,5035,12/9/2020
326.188385,326.9205017,323.7000122,326.1630859,5054,12/10/2020
323.9614868,325.1993103,322.2254944,325.1993103,4290,12/11/2020
325.7091064,327.4390869,325.7091064,326.4690857,5674,12/14/2020
325.3138123,325.9899902,324.6799927,324.781311,2665,12/15/2020
327.5903015,327.7988892,325.6979065,327.1300049,2706,12/16/2020
327.5899048,328.9898987,327.3999939,328.2685852,1403,12/17/2020
327.0151062,328.4219055,326.5,327.4838867,8776,12/18/2020
322.9291077,326.2861938,319.7000122,326.0700073,5351,12/21/2020
326.2184143,326.9478149,324.7305908,324.7305908,3174,12/22/2020
326.5101013,328.0044861,326.5101013,326.9016113,21529,12/23/2020
327.8139954,328.1697998,327.4804077,327.618988,1389,12/24/2020
329.6741028,330.5,329,329,4408,12/28/2020
329.8565063,331.6029968,329.3237,330.9819946,2771,12/29/2020
329.0842896,330.4395142,328.434906,329.8752136,2401,12/30/2020
328.6885071,329.2633057,327.6174011,328.0927124,1449,12/31/2020
327.2901001,332.3598938,326.1401062,332.0036011,5961,1/4/2021
327.6839905,328.7947083,325.7999878,327,3334,1/5/2021
332.5303955,332.8800049,325.7271118,327.3900146,7393,1/6/2021
334.6384888,335.9389038,331.7999878,332.5899963,7124,1/7/2021
337.0273132,338.4500122,336.6185913,338.4500122,5482,1/8/2021
338.3598938,338.7467957,336.5002136,338.0499878,19977,1/11/2021
338.0751953,338.9700012,337.2619019,338.6282959,2616,1/12/2021
338.8756104,338.9899902,337,337.7969971,6172,1/13/2021
340.6243896,341.7573853,339.1101074,339.9021912,3479,1/14/2021
337.8829041,339,335.6000977,338.4599915,41278,1/15/2021
338.3641052,338.5499878,337.1456909,337.4180908,34564,1/18/2021
337.9187012,339.9798889,337.6099854,339.4128113,4042,1/19/2021
342.4789124,342.6220093,338.6368103,338.6368103,18958,1/20/2021
342.6400146,344.1642151,341.8599854,344.1642151,4830,1/21/2021
340.0332031,340.631897,338.1583862,340.6073914,20072,1/22/2021
339.4797058,342.424408,337.519989,341.8811951,4328,1/25/2021
341.2121887,342.7539063,340.663208,340.6813049,38649,1/26/2021
336.9656067,341.4823914,335.3599854,340,4774,1/27/2021
337.5632935,338.0934143,329.7395935,332.3930054,8959,1/28/2021
330.7618103,337.1618958,330.7618103,332.3941956,11693,1/29/2021
334.9934082,335.1097107,332,332.5700073,6644,2/1/2021
342.2000122,342.3616943,337.922699,338.050293,19291,2/2/2021
342.6651917,344.1163025,341.7999878,344.0512085,4180,2/3/2021
345.6642151,345.7821045,342.7001038,342.8366089,2382,2/4/2021
346.8082886,348.8599854,345.8877869,347.4707031,3509,2/5/2021
348.1325073,349,347.7677002,348.1773987,5076,2/8/2021
347.7323914,348.7536011,346.8985901,348.2134094,7489,2/9/2021
346.6987915,348.9064026,345,348.4923096,9567,2/10/2021
348.2795105,348.5000916,347.6000061,347.8818054,1593,2/11/2021
349.4309998,349.6594849,347,347.7022095,2448,2/12/2021
352.4613953,352.6997986,350.8800049,351.4263916,6348,2/15/2021
351.4580994,352.9316101,351.2999878,352.8493042,20091,2/16/2021
350.3399963,352.4699097,349.9478149,351.519989,3415,2/17/2021
348.290802,351.3207092,347.1998901,351.1480103,24431,2/18/2021
349.5799866,350.1000977,347.484314,348.3034058,2249,2/19/2021
346.07901,346.6098022,345.1270142,346.2200012,5852,2/22/2021
343.5513916,346.6700134,339.6000061,346.5072937,5490,2/23/2021
346.8106079,346.9988098,343.553009,344.2276001,3381,2/24/2021
343.3674927,347.6575012,343.2000122,347.6575012,3763,2/25/2021
341.0456848,341.8370056,336.9500122,338.5400085,5744,2/26/2021
347.5710144,347.7398987,343.8999939,344.1700134,5978,3/1/2021
345.6747131,348.5740051,345.6747131,347.3612061,3368,3/2/2021
344.9400024,347.9143066,342.9500122,347.1144104,5072,3/3/2021
342.2131958,343.6174011,339.7741089,341.9446106,12026,3/4/2021
338.3887939,344,337.3099976,339.269989,6196,3/5/2021
349.3572083,350.0784912,343.4288025,344.7099915,8096,3/8/2021
350.8742981,351.2236938,346.8953857,347.2146912,3871,3/9/2021
352.1000061,352.4749146,349.4536133,349.490387,9268,3/10/2021
354.0671997,354.2337036,351.8940125,352.8699951,44535,3/11/2021
352.6524048,353.7638855,352.0100098,352.6499939,3145,3/12/2021
354.723999,356.2529907,353.6099854,355.0934143,3636,3/15/2021
358.1069946,358.8900146,356.4045105,357.2322998,3636,3/16/2021
355.8821106,357.8999939,355,357.7999878,19777,3/17/2021
357.1062927,357.5506897,355.5,356.6962891,2290,3/18/2021
354.4244995,355.8999023,352.4406128,354.0297852,2784,3/19/2021
355.1451111,355.2966919,352.8074951,352.8074951,4272,3/22/2021
355.9014893,356.5899963,353.670105,354.484314,2198,3/23/2021
355.3900146,356.2054138,354,354.0327148,3247,3/24/2021
354.4017029,354.7999878,350.4896851,353.4902954,2463,3/25/2021
357.7934875,357.9999084,356.2637939,357.1353149,3505,3/26/2021
359.1820984,360.2999878,358.4703979,359.156189,3118,3/29/2021
360.9533081,361.4782104,359.7099915,361.0463867,20171,3/30/2021
361.6300049,362.1900024,359.6254883,360.5145874,9857,3/31/2021
363.4519958,364.3299866,362.1658936,362.7000122,11596,4/1/2021
366.8984985,367.4884949,366,366.9500122,6302,4/6/2021
365.0610046,366.3499146,364.5638123,365.6679077,5153,4/7/2021
367,367.6400146,365.9237976,367.1722107,3298,4/8/2021
368.0242004,368.2921143,367.2999878,367.5201111,3431,4/9/2021
368.0028076,368.9899902,367.6372986,368.4888916,4043,4/12/2021
368.6400146,369.6101074,367.519989,369.1099854,3626,4/13/2021
368.6355896,369.6998901,368.2810974,368.6624146,2493,4/14/2021
370.5411987,370.8399963,368.355011,368.5899963,2242,4/15/2021
371.7095032,372.0885925,370.413208,370.730011,82962,4/16/2021
369.3670044,372,368.8110962,371.7712097,8015,4/19/2021
364.3641052,368.6799927,364.1390076,368.3615112,4763,4/20/2021
367.2546997,367.4500122,365.1636963,365.8414001,3661,4/21/2021
369.7710876,369.8826904,367.9400024,368.4440918,2944,4/22/2021
368.6242981,368.7685852,365.6870117,367.1174927,6559,4/23/2021
369.6318054,370,367.5230103,368.2081909,3732,4/26/2021
369.1105957,369.9899902,368,369.833313,3115,4/27/2021
368.987915,370,368.7999878,370,31191,4/28/2021
368.1353149,370.6340027,367.8583069,370.1600037,18221,4/29/2021
369.0278931,369.5797119,367.7750854,368.9400024,4625,4/30/2021
369.9500122,371,368.9789124,369.9765015,4399,5/3/2021
365.202301,370.8658142,364.8999939,370.1400146,19848,5/4/2021
370.4501953,370.6000061,368.7861023,368.9924011,2987,5/5/2021
368.5799866,370.2037964,366.0101929,369.7900085,2774,5/6/2021
371.0592957,371.1919861,369.3230896,370.4111938,3765,5/7/2021
370.4639893,371.4100037,369.5,371.0694885,2839,5/10/2021
363.3399048,366.5,360.3286133,366.2316895,32229,5/11/2021
362.0152893,364.4899902,361,363.9042969,3235,5/12/2021
362.3198853,363.6499939,355.7909851,357.9657898,5800,5/13/2021
365.6877136,365.7099915,362.8174133,363.8200073,3742,5/14/2021
364.2741089,366.3500061,363.9699097,366.1700134,3082,5/17/2021
364.5,366.7197876,363.6000061,366.5799866,1916,5/18/2021
358.0769043,359.9200134,355.7999878,359.2579956,9866,5/19/2021
364.5190125,364.5190125,359.1998901,361.283905,5451,5/20/2021
366.308197,367.6860046,364.2593079,364.7399902,3418,5/21/2021
367.9718933,367.9997864,365.4511108,366.3143005,2507,5/24/2021
366.4100952,368.2067871,366.4100952,368,2593,5/25/2021
368.0791016,368.0791016,366.4778137,367.8033142,1686,5/26/2021
369.1452026,369.8348083,367,367.5914917,2041,5/27/2021
370.4342041,371.7099915,370,370.0014954,3201,5/28/2021
367.8713074,370.041687,367.7684937,369.8999939,3007,5/31/2021
368.8020935,371.2463074,368.25,369.1539917,3397,6/1/2021
370.5585938,370.8200073,369,369.6629944,2586,6/2/2021
371.1893005,371.6102905,367.8099976,370.6098938,2258,6/3/2021
372.2297058,372.6499023,370.8999939,371.5100098,3258,6/4/2021
372.0499878,373.5799866,371.980011,372.802887,19362,6/7/2021
372.2531128,373.9992981,371.7999878,372.9500122,17974,6/8/2021
372.9309998,373.1447144,372,372.7937012,1988,6/9/2021
373.8900146,374.8320007,371.8735046,372.8937988,7133,6/10/2021
376.3735046,376.4937134,373.7189941,373.7546082,18195,6/11/2021
375.9482117,378.1700134,375.7600098,377.7623901,3209,6/14/2021
376.3048096,378.1937866,376.3048096,377.8439941,2703,6/15/2021
377.230011,377.4039001,376.2887878,377.1115112,20571,6/16/2021
380.8230896,380.8230896,377.453186,377.453186,1946,6/17/2021
377.4147949,380.9840088,376.8551941,380.8360901,2763,6/18/2021
379.2166138,379.2166138,374.6700134,374.968689,3910,6/21/2021
381.339386,381.5499878,379.2027893,380.3099976,1802,6/22/2021
379.9092102,381.8699951,379.6993103,381.8699951,37682,6/23/2021
382.550415,382.9899902,380.9305115,381.0307007,1590,6/24/2021
383.2698059,383.329895,381.1600037,382.519104,1852,6/25/2021
383.0069885,384.4498901,382.9002075,383.5289917,3241,6/28/2021
384.9200134,385.8500061,384.0100098,384.1547852,2195,6/29/2021
384.967804,385.5629883,382.7149963,385.1000061,4637,6/30/2021
386.0480957,387.3800049,384.4135132,386.3565979,3189,7/1/2021
388.4124146,388.9519958,387.7253113,387.7600098,3196,7/2/2021
389.5491943,389.6794128,387.8699951,388.6664124,3441,7/5/2021
388.3716125,390.532196,387.6932068,388.4057007,3836,7/6/2021
391.115509,391.7799988,389.7999878,389.9277039,2914,7/7/2021
385.7044067,389.2347107,382.5957031,388.9581909,5437,7/8/2021
390.0151978,390.0151978,387.2000122,387.3099976,2147,7/9/2021
391.4115906,391.6499939,388.4042969,390.3888855,3621,7/12/2021
393.5483093,393.5599976,391.4200134,391.7388,3172,7/13/2021
391.8363037,393.5690918,391.730011,392.1766968,38148,7/14/2021
390.6589966,391.309906,389.4200134,390.8099976,4220,7/15/2021
389.2496948,391.3999023,388.7001038,390.2550964,5268,7/16/2021
381.5700073,386.7298889,379.5002136,386.1181946,25689,7/19/2021
386.7554016,387.4898987,382.4375,383.9200134,2974,7/20/2021
389.6542053,390.1097107,387.8461914,388.4678955,5922,7/21/2021
391.4578857,392.1734924,390,391.4301147,2443,7/22/2021
395.7825012,395.9898987,393.0000916,393.7269897,2862,7/23/2021
395.0965881,395.0965881,393,394.5599976,11104,7/26/2021
391.4088135,395.1231995,391.4088135,394.7383118,2902,7/27/2021
394.2799072,394.7529907,392.5000916,393.3519897,2561,7/28/2021
394.3688049,394.7499084,393.1759033,393.8129883,13045,7/29/2021
392.3790894,393.579895,390,390.5795898,2686,7/30/2021
393.9328003,395.1499023,393.0595093,394.5262146,2899,8/2/2021
393.2000122,394,391.3688965,393.25,6192,8/3/2021
395.1661072,395.759613,393.2999878,394.9059143,4635,8/4/2021
396.6906128,396.8873901,395.0201111,395.27771,2297,8/5/2021
399.0376892,399.730011,396.8001099,397.408905,24687,8/6/2021
399.5651855,399.7874146,398.5,398.9200134,3457,8/9/2021
400.9353027,402,399.8500061,399.9899902,2555,8/10/2021
401.218689,402.3346863,400.6358032,401.4299927,2261,8/11/2021
401.8660889,402.1931152,400.8104858,401.3681946,1451,8/12/2021
401.4468079,403.2799072,399.9899902,402.8467102,67317,8/13/2021
400.031189,401.0804138,398.7999878,399.980011,2625,8/16/2021
401.2766113,402,399.6030884,400.1499939,18477,8/17/2021
401.3799133,401.7181091,400.4899902,401.6278076,4556,8/18/2021
397.2601929,397.7926941,393.4674988,395.3626099,5370,8/19/2021
399.796814,399.9595032,394.9841003,396.8963928,3910,8/20/2021
402.5513,402.6550903,399.8500061,401.1387939,2622,8/23/2021
402.9413147,403.90979,402,403.589386,1886,8/24/2021
403.3070068,403.6798096,402.7999878,403.6545105,3221,8/25/2021
401.9212036,403.1799011,401.2600098,402.0322876,4085,8/26/2021
403.1365051,403.4399109,401.3216858,401.4124146,1971,8/27/2021
405.0574036,405.0899048,403.25,403.3410034,5379,8/30/2021
404.2455139,405.3467102,402.5101013,404.9874878,2593,8/31/2021
404.0365906,406.2846985,403.5,405.565094,3180,9/1/2021
404.8301086,405,403.7525024,404.0299988,19000,9/2/2021
404.4075928,405.4588928,402.8999939,404.6377869,3082,9/3/2021
406.9070129,407.167511,405.498291,405.5649109,23169,9/6/2021
404.9414978,406.1499023,404.3089905,405.9700012,4023,9/7/2021
403.4273987,405.6796875,402.2999878,404.1307068,3188,9/8/2021
404.1813049,405.7998962,401.3500061,401.9057922,6682,9/9/2021
402.1176147,404.9798889,401.5003967,403.6799927,5044,9/10/2021
401.5698853,404.6398926,400.6200867,403.6600037,3260,9/13/2021
401,402.6798096,399.9899902,401.7460938,4791,9/14/2021
399.9807129,400.8297119,398.6019897,400.7766113,2782,9/15/2021
401.980011,403.7999878,401.0501099,402.6669922,3098,9/16/2021
400.7661133,404,400.3422852,403.9288025,4986,9/17/2021
393.5765991,397.1682129,392.7070007,396.3764038,6969,9/20/2021
396.4142151,398.309906,394.3746033,396.167511,4252,9/21/2021
398.6109009,398.6109009,395.5,397.0296936,2157,9/22/2021
402.3265076,402.7298889,399.5805054,400.4230042,2034,9/23/2021
401.4866943,402.7619934,399.9500122,400.980896,1850,9/24/2021
401.7063904,404.639801,401.2000122,404.155304,2826,9/27/2021
394.3604126,401.1387939,394.0599976,400.6691895,4144,9/28/2021
397.5086975,398.1708069,395.7511902,395.7511902,4377,9/29/2021
396.3962097,399.8041992,396.2099915,399.6210022,30195,9/30/2021
394.1026917,394.8464966,389.2099915,390.6600037,17492,10/1/2021
389.6964111,395.1491089,389.6964111,393.4598999,4079,10/4/2021
396.1817017,396.8554077,391.2322083,391.6487122,2955,10/5/2021
393.584198,394.8091125,390.3435059,392.9491882,29567,10/6/2021
402.2000122,402.8597107,398.3100891,398.9847107,34653,10/7/2021
400.4103088,401.9525146,399.6200867,401.7600098,37956,10/8/2021
401.4500122,401.6462097,398.1199951,398.6803894,21611,10/11/2021
398.6600037,399.5282898,395,395.0309143,1477,10/12/2021
397.4400024,401,396.2399902,396.75,3795,10/13/2021
403.8982849,404,400,400.3927917,1778,10/14/2021
407.0549011,407.6098938,405,405.3197021,2802,10/15/2021
407.269989,407.4596863,404.6801147,406.5950928,2232,10/18/2021
409.453186,409.4577026,406.9222107,407.6400146,1678,10/19/2021
